method,accuracy,tool
cosine,0.9900958466453674,numbat_cn
cosine,0.9889520202020202,numbat_cn
cosine,0.9949335022165928,numbat_cn
cosine,0.9955738223205818,numbat_cn
cosine,0.8831863979848866,numbat_cn
cosine,0.9879860891558647,numbat_cn
cosine,0.9904882688649335,numbat_cn
cosine,0.9876855067887591,numbat_cn
cosine,0.9883096366508689,numbat_cn
cosine,0.99617102744097,numbat_cn
cosine,0.9870294210692818,numbat_cn
cosine,0.9952305246422893,numbat_cn
cosine,0.9784469096671949,numbat_cn
cosine,0.9901556049539536,numbat_cn
cosine,0.978648820905035,numbat_cn
cosine,0.9889310562934851,numbat_cn
cosine,0.9862795149968092,numbat_cn
cosine,0.9801409352978859,numbat_cn
cosine,0.98851308232291,numbat_cn
cosine,0.9892063492063492,numbat_cn
cosine,0.9904610492845787,numbat_cn
cosine,0.9894937917860553,numbat_cn
cosine,0.9792066538707613,numbat_cn
cosine,0.9882502381708479,numbat_cn
cosine,0.9780324737344794,numbat_cn
cosine,0.9857142857142858,numbat_cn
cosine,0.9905243209096652,numbat_cn
cosine,0.9879632562559392,numbat_cn
cosine,0.9884504331087585,numbat_cn
cosine,0.9888035828534869,numbat_cn
cosine,0.9803611023123219,numbat_cn
cosine,0.9952183614918713,numbat_cn
cosine,0.9790940766550522,numbat_cn
cosine,0.9787974683544304,numbat_cn
cosine,0.988945041061276,numbat_cn
cosine,0.9898477157360406,numbat_cn
cosine,0.9895931882686849,numbat_cn
cosine,0.9879632562559392,numbat_cn
cosine,0.9788393715934595,numbat_cn
cosine,0.805766793409379,numbat_cn
cosine,0.9898056705957311,numbat_cn
cosine,0.9778691116029087,numbat_cn
cosine,0.9952305246422893,numbat_cn
cosine,0.9876229768327515,numbat_cn
cosine,0.9801073571203032,numbat_cn
cosine,0.9892608970309539,numbat_cn
cosine,0.873405612244898,numbat_cn
cosine,0.9948914431673053,numbat_cn
cosine,0.9907466496490108,numbat_cn
cosine,0.9885568976478067,numbat_cn
cosine,0.9894703254626676,numbat_cn
cosine,0.9961783439490446,numbat_cn
cosine,0.98068397720076,numbat_cn
cosine,0.9892676767676768,numbat_cn
cosine,0.9895004772510341,numbat_cn
cosine,0.9873377651155429,numbat_cn
cosine,0.98786717752235,numbat_cn
cosine,0.9958730158730159,numbat_cn
cosine,0.9902668759811617,numbat_cn
cosine,0.98944,numbat_cn
cosine,0.9901493485859548,numbat_cn
cosine,0.9889170360987967,numbat_cn
cosine,0.9904610492845787,numbat_cn
cosine,0.9896291640477687,numbat_cn
cosine,0.978818998716303,numbat_cn
